,svcscan.nservices,svcscan.kernel_drivers,dlllist.avg_dlls_per_proc,pslist.avg_handlers,handles.nmutant,handles.nkey,handles.nsemaphore,dlllist.ndlls,svcscan.process_services,pslist.avg_threads,ldrmodules.not_in_load,ldrmodules.not_in_load_avg,malfind.uniqueInjections,svcscan.nactive,malfind.commitCharge,ldrmodules.not_in_init_avg,callbacks.ncallbacks,pslist.nppid,psxview.not_in_ethread_pool_false_avg,malfind.ninjections
45766,378,219,37.4,188.8571429,195,497,455,1309,21,10.42857143,45,0.033259424,1.0,115,64,0.058388766,88,14,0.0,3
5337,395,222,49.625,292.5397699,333,803,729,1985,27,12.80302648,64,0.033126294,1.5,123,4,0.051759834,88,12,0.0,3
34465,389,221,39.42857143,215.3714286,224,604,572,1380,24,10.4,44,0.031339031,1.0,119,2,0.055555556,86,14,0.054054054,2
29339,389,221,39.84210526,208.5789474,237,648,625,1514,24,9.815789474,55,0.035552683,1.333333333,119,4,0.058823529,86,16,0.051282051,4
42053,389,221,38.30232558,202.4883721,269,709,627,1647,24,9.604651163,47,0.027794205,1.0,122,3,0.052631579,87,17,0.085106383,3
53754,389,221,39.575,209.375,260,696,628,1583,24,9.8,48,0.029981262,2.8,119,113,0.054341037,87,17,0.0,14
26883,395,222,45.38142644,265.4816714,413,879,777,2440,27,11.61590174,71,0.029858176,1.304321774,123,5,0.049714369,88,12,0.028980022,4
32425,389,221,39.05405405,214.4864865,230,665,596,1445,24,10.02702703,43,0.029411765,1.0,118,3,0.054035568,87,15,0.097560976,3
36933,389,221,38.92857143,209.0238095,264,698,656,1635,24,10.21428571,51,0.030267062,1.5,123,403,0.054599407,86,16,0.045454545,6
20956,395,222,52.51030458,308.4452509,446,926,796,2362,27,13.29103965,100,0.042846822,1.166666667,124,8,0.061090727,88,12,0.0,7
14636,392,222,44.64593401,263.7346062,397,922,742,1865,24,11.43926456,80,0.042543441,1.50218593,126,6,0.063022982,87,17,0.234729584,5
14217,395,222,52.2195122,301.1653164,403,904,766,2141,27,13.04336519,82,0.038246269,1.25,123,6,0.055970149,88,13,0.0,5
40256,389,221,39.47368421,214.4473684,252,679,600,1500,24,9.973684211,45,0.029546947,1.0,120,3,0.053841103,86,15,0.11627907,3
26442,395,222,50.93389179,301.5252024,387,866,839,2175,27,12.86841683,70,0.032866423,1.25,124,6,0.051902254,88,12,0.022879061,5
53521,389,221,39.02564103,210.8974359,257,659,600,1522,24,9.974358974,45,0.028976175,1.0,121,3,0.053444945,87,15,0.048780488,3
12834,392,222,43.17157799,248.0319694,331,866,714,1791,24,10.61202521,76,0.041994114,1.756719092,125,13,0.062837496,87,16,0.183076603,4
34311,389,221,39.025,209.55,263,670,608,1561,24,9.825,46,0.02876798,1.0,122,3,0.053158224,86,16,0.024390244,3
18946,395,222,50.82274582,300.6390521,385,918,774,2140,27,13.55621748,72,0.03428418,1.333333333,125,5,0.051928545,88,12,0.023746187,4
22505,395,222,49.3255814,292.9264405,357,794,745,2121,27,12.69597734,69,0.0331253,1.5,124,4,0.052808449,88,12,0.0,3
1485,395,222,51.17948718,302.8461538,352,864,751,1996,27,13.30769231,62,0.031344793,1.333333333,123,5,0.049544995,88,12,0.0,4
23117,392,222,49.21428571,281.3301277,429,1252,825,2067,24,11.43532522,102,0.047819972,2.0,124,77,0.067041725,87,16,0.086956522,12
46977,389,221,39.08108108,215.1081081,230,673,594,1446,24,10.05405405,42,0.028747433,1.0,119,3,0.05338809,86,15,0.119047619,3
35332,389,221,39.10526316,214.3157895,238,676,602,1486,24,10.13157895,44,0.029004614,1.0,121,3,0.053394858,86,15,0.155555556,3
49626,389,221,39.08108108,215.027027,230,667,596,1446,24,10.16216216,43,0.029452055,1.0,119,3,0.054109589,86,15,0.0,3
48145,389,221,39.3902439,210.2682927,267,675,643,1615,24,10.07317073,46,0.027710843,1.0,122,3,0.051807229,87,16,0.088888889,3
31558,389,221,39.31428571,215.0857143,223,602,570,1376,24,10.37142857,42,0.030064424,1.0,119,2,0.054402291,86,14,0.027777778,2
45485,378,219,37.47222222,195.8888889,213,529,487,1349,21,10.13888889,44,0.031631919,12.4,113,18505,0.056074766,88,14,0.027777778,62
25966,395,222,51.10512267,302.9096029,365,847,741,1993,27,13.42628897,69,0.034930569,1.333333333,123,5,0.053090864,88,12,0.0,4
49757,389,221,39.55263158,215.6052632,236,696,617,1503,24,10.07894737,44,0.029004614,1.0,119,18,0.053394858,87,16,0.0,4
36431,389,221,38.97368421,213.9736842,245,624,628,1481,24,10.23684211,44,0.029255319,15.25,119,18504,0.053191489,87,15,0.075,61
14446,395,222,50.14285714,283.1478721,364,816,746,2106,27,12.86779517,79,0.037476281,1.25,124,6,0.05597723,88,12,0.045454545,5
14182,395,222,48.84149015,276.7954441,365,825,750,2146,27,12.03225415,74,0.035431974,1.25,123,6,0.054425599,88,12,0.00121235,5
13836,392,222,44.56547277,262.638733,391,990,762,1938,24,11.03364327,81,0.041180621,1.5,126,8,0.061520629,87,18,0.20663229,6
35376,389,221,38.83333333,209.1428571,261,684,656,1631,24,10.73809524,48,0.028605483,1.0,122,3,0.053039333,87,16,0.086956522,3
8295,392,222,48.62946257,267.220014,519,1321,955,2835,24,11.28954388,113,0.03974253,1.675067526,126,64,0.0592292,87,22,0.06434234,14
36833,389,221,37.76744186,200.255814,269,678,650,1624,24,9.488372093,45,0.027010804,1.0,122,3,0.051620648,86,17,0.023255814,3
21884,395,222,50.3613265,283.4906379,381,862,789,2226,27,12.4842194,87,0.039285286,1.244601919,123,6,0.057707085,88,12,0.019823075,5
16613,392,222,44.49095765,260.1569494,366,937,739,1859,24,11.08103601,80,0.042395337,1.666666667,126,7,0.062533121,87,17,0.261877514,5
3604,395,222,48.93023256,285.3899303,343,820,748,2104,27,12.61244732,65,0.031676413,1.5,123,4,0.050682261,88,14,0.0,3
7703,392,222,44.75,245.1827596,406,1093,798,2148,24,11.02320351,79,0.036073676,1.625,123,78,0.057504393,87,19,0.0,13
47853,389,221,39.0,213.3157895,247,660,592,1482,24,10.02631579,45,0.029960053,1.0,119,3,0.055259654,86,15,0.073170732,3
55490,389,221,38.53488372,201.9534884,270,690,659,1657,24,9.488372093,47,0.027647059,1.0,122,3,0.051764706,86,17,0.045454545,3
11097,392,222,48.27835895,274.6586385,469,1172,843,2227,24,11.56925703,105,0.046541238,1.784244171,124,45,0.0654661,87,16,0.056470293,13
6161,395,222,49.76436516,294.2010541,337,785,716,1900,27,13.8451009,62,0.033601124,1.400701361,124,4,0.05218926,88,12,0.025531853,3
13396,395,222,51.69767442,303.5985538,446,888,780,2223,27,13.48837209,80,0.036429872,1.25,123,6,0.055100182,88,12,0.0,5
33643,389,221,37.20930233,198.5116279,237,731,619,1600,24,9.162790698,44,0.027244582,1.0,119,3,0.052631579,86,17,0.045454545,3
33956,389,221,38.76190476,208.8571429,262,680,648,1628,24,10.73809524,48,0.028656716,1.0,122,4,0.053134328,86,16,0.023255814,4
35277,389,221,38.71052632,208.0526316,231,654,593,1471,24,9.973684211,47,0.031375167,1.666666667,119,5,0.056074766,86,15,0.0,5
32317,389,221,39.04761905,215.3571429,265,695,663,1640,24,11.04761905,48,0.028452875,1.0,123,3,0.052756372,87,16,0.0,8
15961,395,222,49.48780488,294.7717811,337,805,735,2029,27,13.0,65,0.032878098,1.5,122,4,0.051593323,88,12,0.0,3
48173,389,221,36.65116279,194.9534884,255,720,607,1576,24,9.11627907,49,0.030605871,1.0,119,3,0.056839475,87,17,0.218181818,3
27971,392,222,44.81395349,266.0998337,400,1002,763,1927,24,11.18604651,80,0.040920716,1.5,126,8,0.061381074,87,18,0.234449488,6
36338,389,221,37.48780488,201.5853659,240,725,608,1537,24,9.268292683,49,0.031349968,1.0,120,4,0.056301983,86,17,0.024390244,4
1181,395,222,50.41463415,292.195122,360,803,748,2067,27,13.09756098,75,0.036319613,1.333333333,123,5,0.05472155,88,12,0.0,4
34482,389,221,38.725,214.025,252,692,652,1549,24,9.9,44,0.028097063,12.4,119,18505,0.052362708,86,16,0.025,62
9142,392,222,47.92857143,270.714626,381,1017,781,2013,24,11.38496789,94,0.045564712,1.6,124,10,0.065438682,87,16,0.106382979,8
30028,389,221,28.76666667,152.2,284,700,710,1726,24,7.8,47,0.026765376,12.16666667,122,18679,0.051252847,86,23,0.388888889,73
48092,389,221,37.68181818,198.3181818,264,706,644,1658,24,9.477272727,58,0.034057546,1.0,121,3,0.059307105,87,18,0.022222222,3
54843,389,221,39.04878049,209.6585366,261,723,645,1601,24,9.756097561,49,0.030135301,1.0,119,4,0.054735547,86,16,0.046511628,4
12430,395,222,49.76923077,292.2377108,329,801,723,1941,27,12.78696696,63,0.033386328,1.5,123,4,0.051934287,88,12,0.0,3
11979,392,222,44.41463415,257.7187265,384,888,722,1821,24,11.09756098,84,0.045331894,1.333333333,126,5,0.06583918,87,16,0.215686275,4
31474,389,221,37.6097561,202.4390244,255,703,606,1542,24,9.487804878,45,0.02869898,1.0,119,3,0.054209184,87,16,0.0,3
12653,395,222,51.83333333,302.4471864,403,877,772,2177,27,13.22748912,79,0.036761284,1.25,123,6,0.055374593,88,12,0.023255814,5
54930,389,221,37.40909091,196.9318182,268,685,650,1646,24,9.204545455,47,0.027827117,1.0,122,3,0.053285968,87,17,0.043478261,3
25737,395,222,51.68679514,299.72616,416,937,776,2192,27,13.27081631,85,0.039150844,1.202038141,124,7,0.056798978,88,12,0.023255814,6
13798,395,222,48.93181818,286.137912,347,791,751,2153,27,12.47830501,74,0.03490566,1.333333333,125,5,0.054716981,88,12,0.0,4
26018,395,222,48.47727273,282.3521703,350,828,745,2133,27,12.51897353,72,0.034868612,1.333333333,124,5,0.054018044,88,12,0.0,4
7163,395,222,51.42857143,298.6233577,396,922,776,2160,27,13.01630977,80,0.0375695,1.25,125,6,0.054931727,88,12,0.045081443,5
12596,395,222,49.88649182,297.4108906,338,791,713,1885,27,13.93173195,60,0.032981353,1.433408999,124,4,0.051495641,88,12,0.025790071,3
54283,389,221,39.075,207.625,257,692,612,1563,24,9.7,48,0.030207678,1.75,119,30,0.054751416,87,17,0.047619048,7
29865,389,221,38.7,214.125,252,693,652,1548,24,9.9,44,0.028132992,12.4,119,18505,0.052429668,86,16,0.113636364,62
45617,389,221,44.88888889,266.7037037,216,556,518,1212,24,13.7037037,30,0.024174053,1.0,120,2,0.045124899,88,9,0.0,2
4938,395,222,49.48780488,294.0639112,337,805,735,2029,27,12.87804878,65,0.032878098,1.5,122,4,0.051593323,88,12,0.0,3
10548,395,222,52.27269688,306.5071397,398,897,757,2090,27,13.52753343,79,0.038234485,1.25,123,6,0.055928658,88,12,0.0,5
37618,389,221,39.72222222,216.1666667,226,641,537,1430,24,10.5,46,0.031186441,1.0,119,3,0.054915254,88,14,0.0,3
17187,392,222,44.97974398,247.7442058,406,1094,800,2139,24,11.06800326,80,0.036634277,1.637432034,123,77,0.05792753,87,18,0.0,12
51935,389,221,37.525,203.875,235,699,604,1501,24,9.6,46,0.030323006,1.0,119,3,0.056031641,86,16,0.0,3
16492,395,222,51.7927608,303.109254,432,898,789,2227,27,13.40192992,80,0.036524623,1.25,123,6,0.055157216,88,12,0.0,5
47139,389,221,38.81818182,208.0909091,283,726,704,1708,24,10.63636364,54,0.030681818,8.0,123,788,0.054545455,86,16,0.104166667,48
44419,389,221,38.225,205.95,235,704,603,1529,24,9.55,48,0.030888031,1.25,119,8,0.055984556,87,16,0.069767442,5
6531,392,222,44.41463415,258.1952585,386,888,722,1821,24,11.1097592,83,0.045074089,1.333333333,126,5,0.065586912,87,16,0.215686275,4
25363,395,222,52.275,305.3033811,398,897,757,2091,27,13.37774229,80,0.038240918,1.25,123,6,0.055927342,88,12,0.02171484,5
9719,395,222,52.05,307.0572759,382,887,768,2082,27,13.80975236,76,0.036573628,1.25,123,6,0.054379211,88,12,0.0,5
39718,389,221,39.08108108,215.3513514,230,673,594,1446,24,10.16216216,42,0.028806584,1.0,119,3,0.053497942,86,15,0.0,3
55682,389,221,39.0,210.4871795,255,662,598,1521,24,10.05128205,44,0.028350515,1.0,121,3,0.052835052,86,15,0.133333333,3
23657,395,222,50.18924698,292.3070857,367,845,730,2057,27,13.31766067,56,0.027663835,1.333333333,123,5,0.046303072,88,13,0.023809524,4
30903,389,221,37.975,205.375,255,664,600,1519,24,9.725,44,0.028423773,1.0,121,3,0.053617571,86,16,0.113636364,3
30932,389,221,39.19512195,208.5853659,267,676,642,1607,24,9.829268293,45,0.027289266,1.0,122,3,0.051546392,87,16,0.088888889,3
43233,389,221,39.21621622,215.9459459,230,672,594,1451,24,10.27027027,42,0.02872777,1.0,120,3,0.053351573,86,15,0.0,3
42878,389,221,38.7,214.05,252,692,650,1548,24,10.025,43,0.027546445,12.2,119,18559,0.051889814,86,16,0.22,61
25442,392,222,47.56385346,278.6525146,510,1200,897,2624,24,12.58491921,107,0.04012176,1.714285714,126,61,0.060065725,87,20,0.0,12
57613,389,221,39.24324324,215.6216216,230,668,596,1452,24,10.10810811,43,0.029291553,1.0,120,3,0.053814714,87,15,0.212765957,3
34964,389,221,38.45238095,208.7619048,261,685,648,1615,24,10.69047619,47,0.028296207,1.0,122,3,0.052980132,86,16,0.045454545,3
23910,392,222,44.27926588,254.5951252,343,861,719,1815,24,10.930487,83,0.044951158,1.333333333,126,5,0.065531206,87,16,0.229638258,4
43086,389,221,38.43902439,226.1707317,270,708,628,1576,24,9.87804878,45,0.0281602,8.8,119,1697,0.052565707,86,16,0.402985075,44
32183,389,221,39.02564103,210.6153846,257,664,600,1522,24,9.948717949,44,0.028387097,1.0,121,3,0.052903226,86,15,0.093023256,3
27521,395,222,48.62790698,287.8447384,349,829,747,2091,27,12.79560772,72,0.034598751,1.333333333,123,5,0.052859202,88,12,0.044444444,4
26884,395,222,49.625,292.3269118,333,803,729,1985,27,12.76695191,64,0.033126294,1.5,123,4,0.051759834,88,12,0.0,3
29385,389,221,11.79856115,61.90647482,239,718,617,1640,24,2.769784173,46,0.029487179,2.25,119,63,0.054487179,86,17,0.714285714,9
52091,389,221,37.46511628,197.7209302,265,688,615,1611,24,9.302325581,47,0.028484848,1.0,122,3,0.053939394,87,17,0.065217391,3
44697,389,221,39.02702703,214.5675676,230,664,594,1444,24,10.05405405,42,0.028767123,1.0,118,3,0.053424658,86,15,0.139534884,3
3433,392,222,46.43516038,258.7667044,435,1043,813,2387,24,11.36608829,100,0.042127897,1.149874418,127,8,0.062446019,87,18,0.08367663,7
45952,389,221,39.31707317,209.9268293,267,674,640,1612,24,10.14634146,45,0.027173913,1.0,123,3,0.051328502,87,15,0.046511628,3
28349,395,222,50.30744365,290.0853252,368,801,731,2063,27,13.29070831,57,0.028798717,1.0,123,3,0.048185538,88,13,0.000405667,3
56991,389,221,35.93333333,190.4666667,267,695,630,1617,24,8.955555556,47,0.028467595,2.0,124,97,0.052089643,86,18,0.196078431,8
6134,395,222,51.69767442,299.3809881,424,888,776,2223,27,13.11231379,80,0.036429872,1.25,123,6,0.055100182,88,12,0.0,5
22959,395,222,47.97777778,271.9443669,357,848,755,2159,27,12.1882673,77,0.036201222,1.25,126,6,0.055007052,88,12,0.022222222,5
24963,395,222,52.21662923,303.978534,430,943,772,2193,27,13.42857143,89,0.040812517,1.166666667,123,8,0.058507617,88,12,0.023255814,7
2991,395,222,50.72727273,296.5759267,408,921,782,2232,27,12.85589148,79,0.03584392,1.2,123,7,0.054900181,88,13,0.0,6
26257,395,222,49.76923077,293.3818094,329,801,723,1941,27,13.07692308,63,0.033386328,1.5,123,4,0.051934287,88,12,0.0,3
22114,395,222,48.65217391,273.0927035,385,844,760,2238,27,12.0990418,87,0.038701068,1.2,124,7,0.057829181,88,12,0.010746466,6
17648,395,222,51.20015701,304.1661257,387,862,838,2166,27,13.02454863,70,0.033192599,1.25,124,6,0.052118406,88,12,0.023092105,5
18513,395,222,49.76923077,293.1236498,329,801,723,1941,27,12.97670183,63,0.033386328,1.5,123,4,0.051934287,88,12,0.0,3
48471,389,221,39.79487179,217.8461538,259,661,634,1552,24,10.74358974,47,0.029411765,1.0,122,3,0.053191489,87,15,0.133333333,3
2809,395,222,52.6097561,308.8556512,424,932,768,2157,27,13.33143744,88,0.040627886,1.2,123,7,0.058171745,88,12,0.003262418,6
39810,389,221,39.08108108,214.7027027,230,668,594,1446,24,10.13513514,42,0.02878684,1.0,119,3,0.053461275,87,15,0.0,3
26374,392,222,49.21428571,279.2732306,433,1077,825,2067,24,11.71428571,102,0.047819972,2.0,124,77,0.067041725,87,16,0.086956522,12
5671,395,222,49.625,292.3516896,333,803,729,1985,27,12.80037547,64,0.033126294,1.5,122,4,0.051759834,88,12,0.0,3
23568,395,222,52.26190476,303.8244777,430,943,772,2195,27,13.45441366,89,0.040381125,1.166666667,124,8,0.058076225,88,12,0.023255814,7
57132,389,221,39.17948718,210.5897436,257,659,598,1528,24,9.974358974,44,0.028205128,1.0,122,3,0.052564103,86,15,0.071428571,3
14902,392,222,52.45483885,303.4778073,563,1503,1012,2622,24,12.54735482,135,0.049928638,1.737243405,124,86,0.067948084,87,18,0.0,19
16247,395,222,49.48780488,295.359801,337,805,736,2029,27,13.12800395,65,0.032878098,1.5,123,4,0.051593323,88,12,0.01790091,3
1579,392,222,46.87746866,270.672923,435,1145,832,2124,24,11.64123149,91,0.041980324,1.761450808,123,77,0.062233122,87,17,0.035325773,12
2493,395,222,51.36914933,306.5048215,447,948,782,2153,27,13.60932966,78,0.036982759,1.2,123,7,0.055716388,88,12,0.0,6
56101,389,221,38.97560976,207.3414634,266,676,623,1598,24,9.829268293,49,0.029932804,1.5,122,85,0.053756872,87,17,0.068181818,6
5181,395,222,51.82443609,300.0354985,401,918,775,2160,27,13.21542839,83,0.038921968,1.234521368,124,6,0.056322647,88,12,0.016438747,5
48778,378,219,37.11111111,189.25,207,488,503,1336,21,10.02777778,39,0.028404953,15.0,114,18558,0.053168245,88,14,0.054054054,60
34091,389,221,39.71794872,216.7948718,259,652,634,1549,24,10.66666667,46,0.028858218,1.0,121,3,0.052697616,87,15,0.133333333,3
33483,389,221,38.07317073,203.4634146,251,704,601,1561,24,9.585365854,45,0.028462998,1.0,119,4,0.053763441,87,16,0.068181818,4
44530,389,221,39.0,214.5135135,230,664,594,1443,24,10.10810811,42,0.028806584,1.0,118,3,0.053497942,86,15,0.051282051,3
4160,392,222,43.55878858,242.5267475,381,958,749,2000,24,11.37588745,71,0.034926645,1.662313727,122,57,0.056772162,87,19,0.02133834,9
44793,389,221,37.28888889,195.1777778,273,706,644,1678,24,9.333333333,57,0.032947977,1.0,122,3,0.058381503,87,19,0.0,3
50440,389,221,37.86363636,198.0,269,692,650,1666,24,9.340909091,49,0.028621495,1.0,122,3,0.053738318,87,17,0.022222222,3
7451,395,222,48.44481411,277.7301713,310,792,707,1912,27,12.61648526,59,0.031013386,1.414761836,123,4,0.050162304,88,13,0.047683654,3
50977,389,221,39.16216216,215.8108108,231,673,596,1449,24,10.16216216,44,0.030075188,1.0,119,3,0.05468216,86,15,0.0,3
54882,389,221,37.47619048,199.7857143,259,683,608,1574,24,9.476190476,46,0.028624767,1.0,121,3,0.054138146,86,16,0.086956522,3
37831,389,221,39.34146341,213.0731707,265,678,649,1613,24,10.58536585,48,0.028933092,1.25,123,6,0.05244123,86,15,0.024390244,5
38179,389,221,38.5952381,209.2857143,261,679,648,1621,24,10.73809524,50,0.02994012,1.0,122,4,0.054491018,87,16,0.066666667,4
35216,389,221,39.36585366,211.0487805,267,665,645,1614,24,10.29268293,46,0.027727547,1.0,121,3,0.051838457,86,16,0.108695652,3
41691,389,221,39.76923077,217.7435897,259,654,634,1551,24,10.69230769,47,0.029430182,1.0,122,3,0.053224796,86,15,0.048780488,3
37584,389,221,36.42553191,189.893617,269,727,631,1712,24,8.872340426,46,0.026315789,1.0,122,3,0.051487414,87,18,0.1,3
38135,389,221,38.0952381,202.0,248,699,644,1600,24,9.547619048,46,0.028169014,1.0,121,4,0.053276179,87,16,0.045454545,4
19524,395,222,49.48780488,295.5209949,337,805,736,2029,27,13.02698865,65,0.032878098,1.5,122,4,0.051593323,88,12,0.0,3
45739,385,220,35.88571429,185.9142857,208,444,456,1256,23,11.8,35,0.027152832,11.5,115,848,0.052754073,88,14,0.105263158,46
17325,395,222,52.17826335,310.3883158,439,901,765,2087,27,13.9,77,0.037788968,1.25,123,6,0.056254486,88,12,0.018690653,5
36341,389,221,40.23076923,221.2820513,259,660,640,1569,24,11.46153846,46,0.02850062,1.0,123,3,0.05204461,86,15,0.025,3
20859,392,222,47.12,271.7065959,439,1024,809,2356,24,11.7262057,93,0.038782319,1.25,126,6,0.058798999,87,17,0.056603774,5
28763,395,222,52.26190476,308.1859076,403,877,780,2195,27,13.73368038,80,0.036900369,1.25,125,6,0.055350554,88,12,0.0,5
28933,392,222,45.09956329,266.6581843,412,1091,765,1976,24,11.29983723,84,0.042189771,1.558312952,125,17,0.062657959,87,17,0.194901754,6
13196,388,220,42.60148688,248.4432908,184,404,428,1034,26,15.88260796,21,0.02073351,1.0,113,1,0.042943837,88,9,0.0,1
49478,389,221,38.04545455,198.9545455,269,693,656,1674,24,9.454545455,46,0.02677532,1.0,122,3,0.051804424,87,17,0.022222222,3
53444,389,221,39.15384615,209.2564103,238,684,609,1527,24,9.820512821,46,0.029773463,2.2,119,59,0.054368932,88,17,0.0,11
29343,389,221,39.39534884,203.8372093,277,714,661,1694,24,9.395348837,57,0.03272101,1.25,122,5,0.056257176,86,18,0.045454545,5
53142,389,221,39.26190476,205.3571429,270,677,646,1649,24,9.857142857,48,0.028503563,2.2,121,59,0.054038005,86,17,0.045454545,11
54284,389,221,39.125,207.825,259,692,612,1565,24,9.8,48,0.030245747,1.75,119,30,0.054820416,87,17,0.0,7
37813,389,221,38.79069767,204.1627907,273,692,657,1668,24,9.627906977,47,0.027453271,1.25,123,6,0.051401869,87,16,0.023255814,5
51755,389,221,37.55,203.975,235,698,604,1502,24,9.6,46,0.030283081,1.0,119,3,0.055957867,87,16,0.0,3
36128,389,221,39.025,209.625,264,670,608,1561,24,9.875,46,0.02876798,1.0,122,3,0.053158224,87,16,0.090909091,3
35292,389,221,37.47619048,199.2619048,259,686,606,1574,24,9.428571429,46,0.02864259,1.0,121,4,0.054171856,86,16,0.086956522,4
56899,389,221,39.34146341,209.6829268,267,666,643,1613,24,10.07317073,46,0.02774427,1.0,121,3,0.051869723,87,16,0.088888889,3
27862,392,222,43.42857143,246.2142857,336,859,715,1824,24,10.61904762,76,0.041326808,1.333333333,127,5,0.062533986,87,16,0.196078431,4
36809,389,221,39.05405405,214.8918919,230,665,596,1445,24,10.24324324,43,0.029532967,1.0,118,3,0.054258242,86,15,0.0,3
5147,395,222,51.82906801,303.0785446,396,884,770,2160,27,13.17199156,77,0.036217717,1.25,123,6,0.054568802,88,12,0.015866073,5
6538,395,222,52.41463415,307.7031712,410,930,774,2149,27,13.57109779,87,0.040352505,1.2,123,7,0.057977737,88,12,0.0,6
32035,389,221,37.55,203.275,232,692,604,1502,24,9.45,44,0.028966425,1.0,119,3,0.054641211,86,16,0.0,3
